"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 27 19:01:43 GMT 2025","Mon Jan 27 19:01:43 GMT 2025","0","tests.python_ci","test_init","TestGenerateList","","","test_generate_list","Test that `generate_list` returns the expected value."
